Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Nissan Motor Corporation,Data Science,"Trivandrum, Kerala, India",Actively recruiting,https://www.linkedin.com/jobs/view/3826345694/?eBP=CwEAAAGOAKMvFE91wffQ0MjDK4Oskvw-RYT6k8abcKFiLvQgQh3vm4ZK3Lhh7Wg_t21vxdKanMnOktxFgi0-hjGKCUKv3x86wR0Gi5QvIfUo_WuhiNhbhH2rT2fggZWwdB8khXZ2EsMbTmtMKos9OnhAnnw0Ec1xn3EkrFoaASv6f-jlFphdaKHIzXPfzNZiX3UvAuWMP6SgH0JrM_BTCLYjVT-42ayxel5LL0hPrrNicFX538T1vlElEg0o5kQ3z0cnrBSbFkl_4PJE_ht_eKMWKFnhPqpTVifW8egqnVF5DonSztCdU9w_oA8OsT1ThchyLlAg3NoAx-rUTSNczjoKtuQAPBzb07_lt-uC6CFo7eg5VGCuBMjsvjeTa6RS1PDC9sZpffkyPBqSWJPyVKAgSj-pbkHgwmqgf_IL&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=CPhwRMLgwpqNB3J%2FEXL58A%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Data Science,"Hyderabad, Telangana, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3796350980/?eBP=CwEAAAGOAKMvFLgolclfpzPbPHMWjmAaCcT2C_fmKgW1Afx9bCO45zytiY31RYD8ZPddBmRO8da6pLoNHQ81Rc-JNXtO4QzOz_7wsuUORfW9oMDGqup8LrVeC__Iqre8MJB9y7W039gqjtkrotJHE1gcwy_-mcOrhR3yUseBJpONKTw7AwQC0Q1V7o7EJXa2AHsWWnpHMV2vbgmuwD72rKmRGcDFUJA4T-oBzSgqUsEWQh6RwZ2ukiNkGNt_yZo84i2vifBGdpVGE3V76Ji1qAqyGSLJK7L_4BFbuRa1TlapLIDG75tOT3xc2fdINJgxUJe1HZIx3r5XcEqYpO2xZC4K0b7hQ0uFcejr0Iwc14repwKDjkc1w4fjPnkZAk4v1D-uRypDGVyrmiuABIVW8Cz5kl55Zx0u6L941g&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=XqrET2mEi5tZt1ZEhyaxAQ%3D%3D&trk=flagship3_search_srp_jobs
NSEG Pvt. Ltd.,Sales,"Ahmedabad, Gujarat, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3816331776/?eBP=CwEAAAGOAKOqTIRK7on7N03DmE47H5Q1SJfkFJ86HJKaJIbr4e_JkHleEe4-p5SF76CbjEEnuZvsFe-pTLcOb8pROOYZHVDMEvLoF3qq6Oo-OlCa3ukX1pXKEURR5QdE4LgLOrGOd7_3orm22dTAsfoC89p0PmZ5Gpcrmqo24N8klz40CPIYgV5wd6i0VlUPQNHIWgkwM8KrHjD-_Nyq8xOVG9nbWl48GqPTM9lkZ1B8AuGiQgYNsR2oOEOLxs0VWmXmoipbFJhtkmz-F6KcdBhfBn919WDoO9i5Pz3YHcxciCnwKNwzUvhb6-T6w0MEo7iRuddzX3rSRlMM8G8C-TB9DB1BDbvD2ej6eB34yk6wsHoV4G_ftx-GJsqGbm6rUNZ8dtU1s9UL71BZ-AFgYthE-InHHN76WXxmxTyHQSA-Rp7pkGTOwmXOdEI&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=Sk0mBiUyajnViaWsALRrjQ%3D%3D&trk=flagship3_search_srp_jobs
Tatvic ®,Sales,"Ahmedabad, Gujarat, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3824542957/?eBP=CwEAAAGOAKOqTPD1evTpM0rbyoffSCEam7zPKUonztbEVnSuiwVC2E2dGgarqQLfLjjUYomvJ0OKktW_EISige27LgRXSeshWLWwz48gEIe34wv0t_gHjTjOCH7rDqcZq7BhxNuQYXv_Os3rUtwkRhOFZSObgH3pI8TgVPKVjtFadSnrKwLGwQxfE6ixl4rp98RaNfYkPxJijKBzCYRcZqIvG_B1ieqdyOL2c2hrtSYtEfK5rlhpR2NVJa5Q-wfc7UWHD-wO4sJIQwinioKqksGcqW6z_hq9CrLIRepo1PZzrzt5s7TolgIlaa6WzPt5RYQ3oPM4oniKwJQ6PSKp6GVrvhXPFwXBq5v7Y7FirjDkmoLtn4A5SY2LMjT2nhhMY4kfg57lleBJOTZSuRzpZ84WmhX35IqS&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=sP85dRSeyaU4cmyDSGt9aQ%3D%3D&trk=flagship3_search_srp_jobs
Finolex Industries Ltd,Sales,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3830727913/?eBP=CwEAAAGOAKOqTFkgYA1Mdo3veyCe7kzX_aYCu8g3-AKtznzzUfdOwzLHxKorsYH-m5V1WHB-9szZZkbaMliUOPaPs0KOtLl7bXQAdmpGqOet3_pCR8pwv_H4mQ8WpIGftMoiyRGA0eIsCPXNEqdj2j8818DFYdjLg23M81NSti_Ep25pNjUFd80X-mpsfDNsDxs95UwqUyAdEV3yMZ6lp7fP2vAYQjY5ZDJrb_a5IfQPeZ-Ek-AFQb-qusmpyy1krz-6ogNJ3SLbgqAt4IWh9jIXKB_NKKu4LIuO-axJ9OGi2BpG3myPmGSa3Fv0YViQmK-6GVVHmOnczUiChJGGppizdaigI43-XNQxbA7o-mS9ABiNWoH_LPDadv8AfOgLfDvlQc4RMi3LLdW2PkazdXxpvZj1XQ&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=5Jvs%2B7CJQK97d5ORxgIeZQ%3D%3D&trk=flagship3_search_srp_jobs
Skylark Labs,Sales,"Pune, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3778404997/?eBP=CwEAAAGOAKOqTCFBBpZRuLQ-kKPPifWK8ZvHkJ19ymd5SSONpAMAC_Dyq7QxzLub6JjlQhgbLBc_ZxoNhGNgzVI12PYNbMAW8ZzNRO3el3fAJ7EtQr42XEz8xW9-xFHA4fKnNfAODHJLajaQB9CqIeA8vPhh6lBO-bYOppAUMkk8qoGRlBmOGbZeFOnLUek-8cbDwrM2TJyrnNElE90sug7YW1Gm7oHbOFUwOBIcRcPrUx6ZfNMXP8d8LLK4wjSxISL3u7n9DXAKwFVBdNSGkARLjCEUK0A-T93A5zenmdaQuL6eC2VoHf4GgUuA39a_FuaCpai4ljCQVej-B_nUJ6M9kQsj9kAVIou3qEoo4in0x-UGoqwODaQQ7CoD0EcJrk9vL5X052DjGEZ-yRODcLaUzbwCwl5o&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=PtA%2Fh0wBi31x4OReVYaCfg%3D%3D&trk=flagship3_search_srp_jobs
WeddingWire,Sales,"Gurugram, Haryana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3825434907/?eBP=CwEAAAGOAKOqTA8HWmml_1lpp2OpVKH7qohfE1w4CiQhGQGED1gBv7gkeZ3DgmX6RZFiPORPbU7j7UrwMe66cNjdQEN2kaJvs1imYv2bzfOj0euPLl7SvsQR_uscR0UPzpJpkwKl7TOwjORusLlDl7_f_Nb9hUgZNAGV8IGy1lQg9Uqu618eOEuYpzYZNx-jbg15S93E4Itl6RYdbrtZNhMBQPLqmf_wg0oxA8YhG-ujpIeAo9YWytbraaJJD8cDcecLFdY56dUowfrHRA7Htyz4CA30H3JXOpIhBq_EAP-nwFYXpYinK4u6yQXz40UYTDkNMmVTvV1iChmm2FxQz9ihoEH6CbYwpqTExUhCfJpIvqYLf5dmAmLpukR6B18fwu9k6QqCiGV9gABl6UMi55o6pxyye2YZ&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=JPLmFXl1as%2FjC9Cn5rv0lw%3D%3D&trk=flagship3_search_srp_jobs
PROVEN,Sales,"Gujarat, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3826782210/?eBP=CwEAAAGOAKOqTJ_RfbY4_DRo4ZRDHE1wTtbk3tWnsx69li4q0h8IWsE5wWwRoB_RgqQ84o_khE-fU_7BvEzM2OOY4lAZPhTuvLHpckef3LtVGFmHbzwW_jdIELg4FbMb9QhchwANDTwB1MpikPGP1O_WXZDLuWcaAOdmu9eVt-uD1vJp_d27Tv5PsaiA1l6eyzUokqGgwYiQt_hJqc6jIvHWoU7R-KEELdT6XsLQYdt1U5IC4e33ElZZPlInRt1KbPAuo50ChHpg6y760a5aflHuZoxJFbXCoBqcupbrz9u7bh231df3JHdoYw3tLCdsQEeFxnRHsUlNfjaWw5yS-MuuM3_jPt4hR5_3Oz3HZBVS_ZznYIzvc5GOLssI94avCtvdlhFGCg1IUnvmZKSQ6WORhscLU_QU&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=DnKvxKUmh3JZj9ca%2FhQQRw%3D%3D&trk=flagship3_search_srp_jobs
Eshark Inc,Sales,"Chennai, Tamil Nadu, India (On-site)",,https://www.linkedin.com/jobs/view/3831569827/?eBP=CwEAAAGOAKOqTHqAA0PSQ47_XAJ-DwJlG0c4NlzQNiac-uJ4mVytMfd14nj059V88Uw9WB6EFxEhAj77IDgP1IGcZtjAp7Ob35vbLZQvMZ6EgrMkvEIfDj_yHbcRsWH7LP15Bp-ad2iFmyq4qYPSVJIfd5GuF7K-upIYW3RG5lwBW5NUv5TCweAaoNPvwB0KTIldHeEC2ndfkqrLT3puyl0Xdvl9B0ZvlwUQrcSTwsL-nwqZ1spP_StObR0hd-VbWxYLiEwGJlr24-mYNkV9SFM3cB-X8L3V4nhw2hSc6MXlns_fpFlq31kQr-mC3O_RdQHoz51GnYOiF-EoS485I5b53pjHMsm6gcO_Dofcpvad71n8c6r3t6TboyBjC_AOJTtHo3_F8kVxhgqHAs45Q1vnbFo98f107omKMyzAnyO71pt-spqOw2Td&refId=RyP5g7KnYrBuimlVIEhGSg%3D%3D&trackingId=gToqbhsswtLfJ5DUFONQFg%3D%3D&trk=flagship3_search_srp_jobs
Expert Global Group,Mechanical Engineer,"Pune, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3839140116/?eBP=CwEAAAGOAKSY1Kgre3KpjGwwcNJsCDv7yy4-G3dlCZVs33RAw5q2ckBO3Ift2URexotjGNn3ueLJua-GymSPXGE_IUngJuE2mOs8yGqbXhB8FvKxJ5HIJRS6sjm-X89ojIYdlvfbBHdXactd8vEqNSH-DrEQZoA0xEhVA1wdUeHfH5z_rCr68_HlnswiWvHBXJbLserkiraC2gdaHLolXt0FqJQum8hnv03G9Ab5s0MGbk_Ve9NMyTVExQgT2HZRFZyyUuogDUenPoE-T8VODl6QFC_ch-R-9oCMwj9SaX408AwtDX573yE3Ka7ne3dtnjwzGB1cl-_ydI3EJwZUac-JsZfN7yxcU4cABBPOdIm9Qt6o6UPWclGF_-sezcOk&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=2u%2FBnopihg0A%2FH48Gwf0Aw%3D%3D&trk=flagship3_search_srp_jobs
Adani Green Energy Ltd.,Mechanical Engineer,"Bhuj, Gujarat, India (On-site)",,https://www.linkedin.com/jobs/view/3840716693/?eBP=CwEAAAGOAKSY1DnLWMc_rAU6E8SUQu9nUoj9pScnQ6eO7QHOrgmUQpu5QfQxCXwtxLUDuPu1U3gqOA-mduKmWFsCmgaOsgOfpuZZb68wItxuAvh6U7hAN3_BJsD3Rkce57sZBMwipiU-vR2Wo7TQCBkUJfV0ApjS3e39pW5lgVyBU0OJapdATxSSnmU6rrTJ9nD5TAZ9aqKbkn98Ofy9C-BSVwmD0CJUquczoYeCtpPhVtkGFLXQnuJkozApXD1UpfeTHFflTg8kjwK4thvyY2nRbj5l7dWDj20npz16MewDdx9_GZga6Xfda2xbwCIpEXMJB5gmcPhJjipKRh-Zh2kXj4qDnXg8-DAZavFeBfGI2DGsXAgRYXGkHjYbgMHj&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=giIdFgYh6tG9JBzCXcIUfQ%3D%3D&trk=flagship3_search_srp_jobs
Thomson Reuters,Mechanical Engineer,"Hyderabad, Telangana, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3794165688/?eBP=CwEAAAGOAKSY1MAV8_8pQ2x6EnROij26WIDfUOX5ajK1XEMGtjmaJVQsxYEbWobhup-DzzIp56EtXP_3IUFzBFwfDA_TSv59FUMJBfNcvb2uAsrETZEV7oukW1cTbVPXDWsvcEeUsWkOTOs9yDFDOjANla7G1OhtsyxJO2k3EfanlsHYk0uVNcbyxSMudqGVU--QcaDhLkzMsoUPV5oWMUNlFnfebJhqXrdf_ttTYPsujPGYhLiojXXXuIfr3_wCDgnvtR2gz3ekOnLbD34boO6r67ZKJsC-9bl_pXQ_mhcgEq67od66078rS8Z6aKomaZEXfnRsYWHCwzxMVviJO9KacIYTEnAOnrgSVT5tOmaZR5PoabdZr7pqe2XqFj0s935dL17q2q2csOPZLWPjXi5TqRbQDaDx9L6-29_8&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=A1kznpWOS3jN1vkagKicog%3D%3D&trk=flagship3_search_srp_jobs
TRUMPF India,Mechanical Engineer,"Pune, Maharashtra, India",,https://www.linkedin.com/jobs/view/3828076637/?eBP=CwEAAAGOAKSY1GtU2z4mAVOGH1x07xT-KCrOfBhoa32bnuN-_wpCbcU3tbPMLDAQbSCe66nEEOBfovVP43eOayMJTYeSc-heKm-vLqpJP-gIRQ9MEttSzxOaEvmQGfDCoC1YLWW4xm24d4fbhd8IbKaoLhJ6rLRnUZx67SnRsupnchJUq7hK6Q_EIpkMcsxJhdIIAAAdpPnu28AUbdU7r-gQDA3QJ_qvUwwh3_kNCYWP2AYZJCtk4lkv7LstjPXlaam1uVI2xiXgCQBKcEcoCxn2LMyheG7UKRTPgQt1_z5NiUH4tpR7vVbEjezbPSKs9VXOWaYh6Uzm9p_E0IasZV3e2Yrd6jB0DuD-PkIDUxHIK72UbsudA50gkk3cMOgaDwu3OyiSoNHM9ZfyP8EwHNW_Vf0EqFUc1FIKufLD&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=IaCQ2MZx6u6unPcvKOZaYw%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Mechanical Engineer,"Uttar Pradesh, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3835368923/?eBP=CwEAAAGOAKSY1MskC4ka3JAhQtxX-NXlPLeFC2ZQfo_vd8SCh8aLnTEmEabwJtyFZ4RtZsoSJ7PQkOfWu1sPGXhuR6SPDCY4_6w6M3bv4odhYn6b0FjLjC_iE0u72Tx2KCPh7DLjy9VXw57Gen0ei989xZMG1j5rNi-Y6CZrlds1YktqNefQ6cPxO9_bTFLgO-uiAk-9gquqViUmG5ZLB40Zo0EoGorJ1aCmQXGeCB9psbF96Ms6rtUl8ZXYUtdulyAdkLIlLxgMnc4Co6WPK6BwN0dyNWv2PEtLwaWncheA3mstPXkDGTPkwomkHPrc2UYeS9afGonnvVlrbYXzU2oWjRANOhiCDSX6pjoGbe5oJmy2_1LThpVHFVjqAUV0&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=MLxKdkV%2FVuAXiP3jd1dx%2Bg%3D%3D&trk=flagship3_search_srp_jobs
Lloyds Technology Centre India,Mechanical Engineer,"Hyderabad, Telangana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3838378876/?eBP=CwEAAAGOAKSY1MsZCPwyM42Gk6dmMqsQMCkk1hpfqYLa_QzMsJDuSAOSWeal3zl8orEFXI1cNR_44u79Gd4Rp3rIDnHXFYOCWmFrG7UlSizqSpY_w9hj-7y0-A_jiDHsDoIDOEMYLlbTiKgzmXPGRUera3ay0a5eSk1PTPeaYr7YEd_4rx3FNT9pD3MMq09ERxZyP7NlRqAr8ylXci5oAVcj-iG7sKNKKosMamX_2MqZvFGd31QRjOxk6n933fuyfJNsIaECOox0wn3gWcdHXlansQ5FPjOguNc_K-vu-txi0s1G5duFT8XJBuibTmRkfSmZXCP-x1Do5yyEVJDhI5UO_aIU8E_BPGN-Xcx8KRKkccPIyEgGSlqHEmQA9NRe&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=DwXNm8gmsUsW8HZgNaSEJA%3D%3D&trk=flagship3_search_srp_jobs
Eaton,Mechanical Engineer,"Pune, Maharashtra, India (Hybrid)",1 connection works here,https://www.linkedin.com/jobs/view/3740117365/?eBP=CwEAAAGOAKSY1J7974HcZoW-RTvg-ZWzrtFLlsAxwYjkNqr4n7uzK-DOGXAPuGa359G2TitxothUhj4L-NsJMG5Pv5eHLnkPiRSXYKmVUEBmiXFPY_bWQVCs9MOfCBd-gegkhd2KtKj_WiPrx1s1NyQ-yzx6rNlRHhGRLRX6IBbjEFiD5qhQwNkwgna9_rP_GZ4ac10X8Nfu74Ug2iUQ344N6qjaYk6u9X-ATRv0cbp4et8zD-n9WfXwncGD7GGnQ8LDOfFNBCGNxfNMZgdKHFstIlFCVZzpZGnsjwd1j8MELQ67O2-C1cjRfWX9VSjAs8tKdWSt2UcQHp4X11Oy_qzcYeoGTxIjavivN8CLwP5mi1kWR471ySqiy6RMOjuL&refId=Cckt2Ier1Tnw4%2Bmpm%2BPRBQ%3D%3D&trackingId=d2eMpeA%2FdBR8Q7t6o3udOQ%3D%3D&trk=flagship3_search_srp_jobs
Eccentric,Arts                         ,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3798619138/?eBP=CwEAAAGOAKT4eLYaAf8_rNmoMND9-LQxFmNIwsR4LYJ3ezPGrk3Mg1YAmP8l1UqxsZF3L6BzQ3LOpT4mvCli5pGkD1qa3MtjLOHB5_17OUQrTJayhA7uEY-fdIJBLAHBfUBlFi4UxB1Ar9iTAVlMSVK8_yTk_l-BeDbECuHVqZbbk8UsNKQhcvOAZ5yb5DPFWOC5FQXPJzfsXUQipHWHOXLSY3RvIZJTxyXAYg0Q_k3tnYZv9zlgN8N7HD_xc6g39IjhjPoMfgNLNUcji3hZ6sZ2k_8GY7EuSpsd-0WWGAZuJFWKfvdY-h1Oy8OW29La98mcl8OaoHpNDyio7VYf_-C_LegR0rDIvcOVF4-u3pD8hg5qj6GaOMtEgkHZt4tOUVsvEHWOuRcryDEiSlhkzIdsidE&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=TJNmTRoCECKV8Dgl7HZEfg%3D%3D&trk=flagship3_search_srp_jobs
Annalect India,Arts                         ,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3818890821/?eBP=CwEAAAGOAKT4eEpAMSFXN1js0Lvb2XjT-vphK9dOZHhGhPiwaGsLaEQ86ffexAmnmMdudhZRKyjBMWY-mPM4rWAenkE5a_Gad9AqjMAfwvgsSiwGt-eA0miyeyUfbwTUdkWn9Upd1CyDNVvmOPCj0RUST6kdeHGPyCT2ptAqyMfHBm184i16OohrmVG2wTmwGhjmlI12g2dDyXdWeT490HJ7qp3Usu5FkjigC3QgdJ6fkGawohc91Bze0AbicuG5nc05-So7k7DF3VVT9Z2thB0DGHUuEeSXiKOGLkHAZOEEc24k-_ZFsAac0xnAFDzq5N1_6T3CfiV3NfI5y0BqOSVcFcJ5hsqVLRO35TwF6eZ6n3yHv7mH3obAwiZXG8sWOjsfgddi1E275Bzh6OdcHaqIIInAWxRv&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=I0brZYdWAnfRJQ4gthPPqA%3D%3D&trk=flagship3_search_srp_jobs
Charcoal,Arts                         ,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3821064299/?eBP=CwEAAAGOAKT4eNSdm3JdlzpXiUfoGbXZBhX_ftjzDivDKiHntSn8eed4G_WhVX2m896dBdog0z6v1ul5tbvmYcNsyfgeGf0h90RsAVV_dlJ_fkvzh9Egqw8dGN8wgOuLgBB4M6Gjag646XfqxOH9bROrl0AaFTgOzuYwkjcz-Zbs7ZRipf_53NQ_CdJ11Rf1Y8HibkO0Ej12jJMxtHjyoS1uo3MLl_aPzPU8AtPDQV1SarQ53nQl18saxZMq62FHT7qy-vafLZOMpDJ7RBR_R2I5Pk687NcFjm1hL4KAL62bFYIWrk_zFo3AmA7bt6zA1X1oDZopeekgmZpiVNtOKhQtI3yUdtK6Ob9msxNqNZAlmBpE4RIX40wJb1kSFwEvkKNBACy4xW7z_egJ4XNHE7UIzSRUn8j2biZPM9bNF0ZNc6qtqJRunLUF6hpU&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=VTBjuOEGPUZgfKVe5Bgoqg%3D%3D&trk=flagship3_search_srp_jobs
HARMAN International,Arts                         ,"Bengaluru, Karnataka, India",2 school alumni work here,https://www.linkedin.com/jobs/view/3830332043/?eBP=CwEAAAGOAKT4eA_08V6moDakUyjF9CavCl8dYWbYm8NdOE0f44t8dudgcm9ZKI9cRhzBdpZo4oNbEtBPk-SemFjFnbIDJoF5P1jFI4B11hSYJeczkxx3Bh1FFmVOl_BpUy_Q8JQv0EfkDAzFewwCdPyojSFLQUg0KcBBj_elkzJokaD3sZKeKhbPvTETebd8_U6f_bRZYk78KpSeL_T7HZAUL5TH5KC6VAMvKQC8YZkLqVmLIA9U98golGxU23xJAZAl4Ayv2hjR9xW35qAWMoTw5NfsdfFSuWjxjK_xQ0_tGNZYkukWHAEAwO8hcRrnR8m2ywVjp3hIIHFPIVjHiZxtpIU-JHxPBppoLWibdl2duosG5MDcTrUzcIskBroZll9hxvPIbZs2hCsHpKQXwsMnl7gUbPnm&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=QPnHHdhNvISJRN1TmNTTOw%3D%3D&trk=flagship3_search_srp_jobs
Rambus,Arts                         ,"Bengaluru, Karnataka, India (Hybrid)",,https://www.linkedin.com/jobs/view/3834354921/?eBP=CwEAAAGOAKT4eCkc1rHSZSe-GQkyIXp9IcgE-kvrt7KMBPqk7m9u5hB9wgbKLluZ9NkA3MSs1dxZ1BojsrUXoudxDCYdVHezyjSxBgpcvfNbhc0GkHbSrqaYxvFtcZH_KIYvIRpgAx4l971uZ9q4BMqDsTv2Tq42DO5i4O_wsaFdqHjguVoNnOLx1qwmFd2EwURPgLZQJjf_uZX4b4ZSoVyflVloHJt4CLxgQoJZOgCYLaDvjy5zBM4WYbT2QcRjPY04Sz9rHI_ryGVe7jyOBE8Eh16eHcTgjyP3sxiwrLT78kBXt7c6pCLuUUVmNiHoqgZwW4NZjZJCtQIHcWCEi4VuWjM8wS1feEWcLr2FEpzwDjzwwo7Q0UgHYYLOULLn3cRJECr7irpeliVP9-ZxvTG0yVrlIg&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=8oV0rQpeJ8v%2B%2F7qdAWhIJA%3D%3D&trk=flagship3_search_srp_jobs
Saffronart,Arts                         ,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3769252725/?eBP=CwEAAAGOAKT4eIGZY6sU1meVwiH4dObL2AxI66ZrjqikWGP5IKB18EsSIMvpRlnLhFKXdOGgOxvRNmTKJGKkOpKOLNq-YfdODBmSxgl1AdAyP9eYgcWFyjuw6ugOXy6nJZS2AC1gk9MT7BMVC8VDVI7hJ1cIbQ98dOwkzam_H9EkNfDoxdGhf1BvNFhZsQA_9SH8xIFmAFtFCZLDPSBdEZi1bN8_oREPCDlcaXByoWwFXaTGHuhKjYSvIAIqfPi3Q24MrcYZWMqt8hcy81m9OkX9Z1AHwsd9eNJGu29uFRRzljIESicVQ-gsj9sc86he0s7qmL2uik9-oNpUz80dz3EWFruJqDpTAm9WmaRPxNS_3fhJZp4A5zHdj2-PgQzICLMsYEuxXzSAUnNjfDi7gx-d8UQ1eOGMvwFSTN181lgBiyHfVDJ5GlAoPCkv&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=CcHEbegVrFHnbKACHgZFCw%3D%3D&trk=flagship3_search_srp_jobs
Parallel,Arts                         ,"Bengaluru, Karnataka, India (Hybrid)",Your profile matches this job,https://www.linkedin.com/jobs/view/3802040434/?eBP=CwEAAAGOAKT4eIJUVHsLj2krbw1T06hLweDvQbHvfze9qds3iVeCcTF_HWG5qnNGKlRbiaFcdJqttusgtzRI8hZnRv0AZ7chjgMXdydct8t90pF4rf-3e2VDreZK5cwcD2UyoHzgRCi6NX_DDgDktWsOiB8ymCkWJmYXtsX7a41M0GqvqTUhTanrfBrhlUsNf-T4_qN74eyjM3nZLcosgZSbkFgMILASZ0tcAbD3Q0jieF4n5yhQ8L7RPn5_eBZ2WlLIYpQVB7ttuiJ5xFC0xLCmY17bi9qicsFmZ93cVAMQND50CoT9l0vP5IIQ0MmKxpvCH82wwYPANQZFBDpNPjrV080YV937Borof0Wp561Qcv0Kc_L5q_pnB4tuo6V_QqxesDxiPR4Sqry-W8NMBebAswUgVK1SKzBYJHP4TpRQTUXyOyUzwkYPmQ&refId=Llx6BZLGKBd5eLEP2EZnzQ%3D%3D&trackingId=OEfVegpzNTcLpBs8ET0qRA%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Database,"Kochi, Kerala, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3835388608/?eBP=CwEAAAGOAKVVH6YoMZPNvwkC2au_oc68p5CoGn6uHEZiQDfk1uDbKUbI-NNsm3h6jfpXrWUOcE0PHa7MBN4LgNaZtZjG0MAqJGKxJj5eWKcCwo4eK65VJTni3YZ_bchQslSWDQwEIfjKYFTYBFr5y_w4OeS7Acy-a1L5z3lqX2ZVW72qhRGgDRAtqX4lwWLt8sKuJ26ZAxpX9Js_elqdzcGp4Nv0n2CLmfPQljObD77HoMu_IBsfwPnLR4xJiNgT3HpqoGrbSGK7V301dc6cLOFX8XJqOADQoO95c2T9mplQzvjKb-Dn-Ay2YH5U3lIq--CG4nXWinLpZj_AsX5Qvnh2C4_XupZY2lxbzQ9zI9FZXLSUN8fVB1Xbhutoj-2xwOX2C5-93gwNZApEWB0pzktLa4MtOqB2z7c&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=xB22u3emWqwZ3DIpM295TA%3D%3D&trk=flagship3_search_srp_jobs
Genpact,Database,"Noida, Uttar Pradesh, India (On-site)",6 school alumni work here,https://www.linkedin.com/jobs/view/3805091001/?eBP=CwEAAAGOAKVVH5OeRE_wasfyUREmEIjXG5s23yLlUiZeANAmifqF5FyikRlNZYQzV8dtAVHc1xIetv63pbwuxW9JjQN-U-yFOQW35WbUYUwpSqanIjA9zIXuy15GqL3WXmkhAemDp7Q08SiCr3Fpq-Wb0fR6BRB-Ila7FSIL0GfWkOOPMH5VkgjJaPOxmULC7A_IUyupUrT7IGKBY36Ig0AWuz8hZiZN6HyrkNjL1bmj7og711fhNznnIX-c5X7p5GSKZmxYTEJAak57NL-s4Di1wkSkUi5XWEqzP3e54eoUSuFOrY5fcILNl2SJGBnlNVGhUrjwx0wwK-g0XzSSVFNpy5FrBKOeORYiy7DqvhpOrZaxma_FEu6Rnks&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=%2BGdV6k2nFtgd3uzYpozaOg%3D%3D&trk=flagship3_search_srp_jobs
